date,GBTC,IBIT,FBTC,OTHER,total_flow_usd_millions,close,return_1d,return_5d,return_10d,fwd_return_1d,fwd_return_5d,fwd_return_10d,flow_signal,flow_signal_5d_ma,cumulative_flow,flow_positive,strategy_return_1d,strategy_return_5d,fwd_return_positive
2024-01-11,-475.16429234943837,120.31047445295232,77.13594962343744,37.890546102740096,-239.82732217030846,46368.58594,-0.5558733758850076,5.409034225863851,4.983896035433677,-7.581464689367223,-11.01290290070035,-13.877450044145123,-239.82732217030846,,-239.82732217030846,0,-0.0,,0
2024-01-12,-498.64894196936797,257.707212718054,78.51111053960634,21.346322619519412,-141.08429609218823,42853.16797,-7.581464689367223,-2.4803205603125655,-4.681707911903821,-0.7962053592837415,-2.8813779202144785,-2.4182503396842803,-141.08429609218823,,-380.9116182624967,0,-0.0,,0
2024-01-15,-451.22362333596834,179.69546139570073,109.1051817454792,62.70797196780383,-99.71500822698461,42511.96875,1.7123519109433882,-8.82694570660828,-3.737821693598631,1.5124600880781491,-7.067660351533367,1.8260206780002397,-99.71500822698461,,-480.6266264894813,0,0.0,,1
2024-01-16,-399.46321942995576,237.1145873371309,82.07783543229198,111.87574757729435,31.604950916761467,43154.94531,1.5124600880781491,-6.930641866366982,-1.8964884311269747,-0.9553782701804625,-7.668633354131815,-0.4688591968928235,31.604950916761467,,-449.0216755727198,1,-0.9553782701804625,,0
2024-01-17,-479.4611612519757,139.60148132841795,109.30560308862317,17.974012572371812,-212.58006426256276,42742.65234,-0.9553782701804625,-0.2578937222969646,-2.7318176915916315,-3.4639725542123356,-6.236342330364608,-0.3744430006984434,-212.58006426256276,-132.32034796705653,-661.6017398352826,0,-0.0,,0
2024-01-18,-471.7290551621207,208.65897874728998,76.77133679565671,50.72658370018274,-135.57215591899129,41262.058594,-3.4639725542123356,-3.688693560786571,-12.153255427997811,0.8636206436191118,-3.219058983627987,4.395599511517667,-135.57215591899129,-111.4693147167931,-797.1738957542739,0,0.0,-0.0,1
2024-01-19,-373.45806824261024,184.43227646079205,83.14540761264362,92.36661666246287,-13.513767506711687,41618.40625,0.8636206436191118,-0.42554821758036265,-9.799199462033615,-5.072368815180184,0.47686794830112955,3.7662497707970255,-13.513767506711687,-85.95520899969777,-810.6876632609856,0,-0.0,0.0,0
2024-01-22,-406.56914903636647,316.77820616598075,0.07197261871569083,47.61075826262854,-42.108211989041486,39507.36719,-4.906437469287683,-7.569219439787355,-7.8075926203222235,0.8560013335578542,9.570060393589097,7.9764889541858786,-42.108211989041486,-74.43384975210915,-852.795875250027,0,0.0,0.0,1
2024-01-23,-461.06037881822135,225.4420843301213,116.65310698809927,63.57115388749202,-55.394033612508764,39845.55078,0.8560013335578542,-3.4329547828376716,-6.995017161604988,0.5810521738758734,7.797755431102127,8.129191431897187,-55.394033612508764,-91.8336466579632,-908.1899088625358,0,0.0,7.797755431102127,1
2024-01-24,-403.2259860332307,233.7602662075202,93.85953903591971,18.128194155593608,-57.47798663419718,40077.074219,0.5810521738758734,-3.7034864375663057,-4.113274534623268,-0.35747526932013995,6.251781847418791,10.582480192601796,-57.47798663419718,-60.813231132290085,-965.6678954967331,0,-0.0,0.0,0
2024-01-25,-446.4117470859302,158.81230338775327,119.92040439438608,62.84921291622946,-104.82982638756137,39933.80859,-0.35747526932013995,-4.156373445686857,-6.064551315328104,4.715459322533899,7.867931862594224,13.441637573592624,-104.82982638756137,-54.6647652260041,-1070.4977218842944,0,0.0,0.0,1
2024-01-26,-439.5317939843142,151.23937759275066,-30.0,44.38567204986354,-273.9067443417,41816.87109,4.715459322533899,0.6524992341726099,-3.100627773684006,3.5186157205144397,3.2737702614181963,12.746836363074255,-273.9067443417,-106.74336059300177,-1344.4044662259944,0,0.0,0.0,1
2024-01-29,-397.2672629606892,156.7441812180379,163.5349881912291,79.5718998703959,2.5838063189737,43288.24609,2.9799801269608572,8.01249076579953,4.012262819410584,-0.7753529891282307,-1.4543858364948536,15.40828555662095,2.5838063189737,-97.80495693139872,-1341.8206599070206,1,-0.7753529891282307,-0.0,0
2024-01-30,-498.2631742419252,239.44521423782967,74.41641487379304,85.62158154694254,-98.77996358335997,42952.60938,-0.7753529891282307,7.559511342867387,3.0889363751019028,-0.8614235906521772,0.3074609480221424,15.807728862129489,-98.77996358335997,-106.48214292556898,-1440.6006234903807,0,-0.0,0.0,0
2024-01-31,-482.1906747940425,157.9015519179737,124.32731266950066,127.68690926055842,-72.27490094600967,42582.60547,-0.8614235906521772,1.8311613471795996,2.495608895119039,1.1581441871785891,4.075883029803706,21.708605516195068,-72.27490094600967,-109.44152578793145,-1512.8755244363904,0,0.0,0.0,1
2024-02-01,-417.5147679977511,228.9774856896413,38.40376291497876,67.38899519640727,-82.74452419672379,43075.77344,1.1581441871785891,2.26903492666235,9.032255257199795,0.2555634669063833,5.1671572957367795,20.574862718007658,-82.74452419672379,-105.02446534976396,-1595.6200486331143,0,0.0,0.0,1
2024-02-02,-433.60572519904554,407.5400798645439,104.51095620250278,59.77388949746499,138.21920036546612,43185.85938,0.2555634669063833,2.7364086655728537,8.383140738706096,-1.220750073215282,9.172770663525466,20.780745986859174,138.21920036546612,-22.599276408330716,-1457.4008482676481,1,-1.220750073215282,0.0,0
